character,line
Mitchell,"Reiki is a bunch of nonsense, Cam. That guy is a nut."
Cameron,"You do this every time. We meet a new friend, they say one thing you don't like, and you just write 'em off."
Mitchell,I do not!
Cameron,"Oh, really? What about ""but yet Rachel""?"
Mitchell,"""I'd love to go, but yet, I don't feel like parking."" It's either ""but"" or ""yet,"" not both."
Cameron,"You're lucky no one's kicked your butt yet. What about Thomas? You wrote him off because he serves the salad after the meal, which, by the way, is very common in Europe."
Mitchell,What part of Europe is he from?
Cameron,"Pretentious-Stan? Okay, fine. Keep judging. Don't let anyone in. I could care less."
Mitchell,"I think you mean you couldn't care less, because if you could care less, that means that you care a little bit."
Cameron,"All right. I'm going to the hot tub. If I stay in here one more minute, my head is literally gonna explode."
Mitchell,"Well, I hope not, because if you mean ""literally""..."
Cameron,I don't feel safe in my own home!
Claire,"Phil, honey, I need your help."
Phil,With what?
Claire,What is the one thing a speeder can't outrun?
Luke,"Ooh. Bullets. A laser. Oh, I know... a falcon! Dad, jump in."
Phil,Not a good time.
Luke,A laser falcon!
Phil,That's awesome.
Haley,"""Slow down your neighbors!""?"
Claire,"No. ""Slow down""... Talking to the speeder... Who's talking to the speeder? Your neighbors."
Luke,It doesn't say that.
Haley,"Yeah, it just says ""slow down your neighbors!"""
Claire,Phil.
Phil,"I know what you were going for, but now all I can see is ""slow down your neighbors!"""
Claire,"Well, you're all wrong, 'cause this is incredibly clear. And it's really important. We need to put these signs up all over the neighborhood."
Phil,I don't know. It seems kind of cowardly.
Claire,Mm.
Phil,Why don't you just make an anonymous call to the police?
Claire,"I called the police, and they were totally unhelpful."
Luke,Surprise. Surprise.
Claire,"Phil, come on. Are you with me or not?"
Phil,Of course I'm with you. Who else would I be with? This guy? I have no connection to this guy.
Claire,Good!
Phil,No! Fine.
Phil,"Before you judge me, I have come in second to Gil thorpe for salesman of the quarter seven quarters in a row. Seven. Nobody remembers second best. Oh, yeah, everybody loves Michael Jordan, but nobody thinks of Scottie Pippen. The only reason I remember him is because he's named after my favorite musical."
Mitchell,Hey. It's Barry.
Mitchell,"Oh. Thanks, Barry. I'll let the gardener know."
Mitchell,"Oh. Oh, God. That was a good one."
Mitchell,Was I that obvious?
Mitchell,"Uh, no, it's true. It's true, no. I-I once saw a picture of myself at a friend's poetry slam, and all you could see were the whites of my eyes. Yeah, I looked like little orphan Annie. The cartoon. Anyway, I'm sorry if I offended you."
Mitchell,'Cause I'm about to pass out!
Manny,Okay! I'm ready!
Jay,Oh. What the hell's he wearing?
Gloria,Protection pads. He needs more?
Jay,"We're riding bikes. We're not training police dogs. All right, kid. Come on. Get on. On board. Attaboy. All right, we ready? Ride!"
Gloria,"Be careful, papi."
Jay,Ignore her.
Jay,"I've seen the kid fall down on that moving sidewalk at the airport, so I didn't have high hopes. But what do you know? The kid was a natural."
Manny,Mom! It's so easy!
Gloria,"Bravo, Manny!"
Jay,I told you!
Gloria,"Be careful with the bump! Hey, wait a minute. Who's that guy? Jay, he's gonna grab him!"
Jay,"Oh, no one's grabbing anyone. It's a neighbor."
Jay,"Gloria, on the other hand, was a natural disaster."
Jay,There are three things you want to do before you ride. Manny.
Manny,"Check your shoelaces, adjust your mirror, and test your bell."
Gloria,"Okay. Shoelaces tied... The mirror is good... ...The bell is ringing. Okay, now what?"
Jay,Ride.
Gloria,"Ay, no, no, no, Jay. Don't push me! I don't want to get hurt!"
Jay,Trust me. I'm not gonna hurt you. You're a work of art. If you get scratched the value goes down I'm making a joke to lighten the mood.
Gloria,It's not working!
Jay,Let's just do this.
Gloria,"Okay. Slowly. Jay, slowly."
Jay,Relax. You're not gonna fall. I got you. Put your feet on the pedals. Now look where you're going. Look where you're going!
Gloria,"No, I'm falling. I'm falling."
Jay,"Look straight ahead. Go, go, go. Pedal!"
Gloria,"No, Jay!"
Jay,What are you ringing the bell for?
Gloria,"Ay! Why you let me go, Jay?! No, no!"
Jay,Pedal! Look where you're going! Look where you're going!
Gloria,"I'm gonna kill you, Jay!"
Jay,Okay. Good day's work. What do you say we hit the jewelry store?
Phil,Laura!
Phil,Taking this...sign down! I recognized your license plate. This is ridiculous!
Phil,Who knows?
Phil,"Or things are so good at home, she's out looking for problems."
Phil,I don't think that's the issue.
Phil,Okay.
Claire,Hey!
Phil,Hey!
Claire,"Oh, my gosh. What happened to my sign?"
Phil,"I don't know! I put it up, I went away, I came back... It was in pieces!"
Claire,This is so crazy.
Phil,"Crazy!! Claire, this whole thing is crazy. Maybe we should back off a little bit."
Claire,"You know what, Phil? No. I am not gonna back off. Okay? I am doing this for the safety of our neighborhood."
Cameron,"Well, what's going on here?"
Cameron,"Oh, well, in that case, we'll be back Tuesday."
Mitchell,"Oh. Barry. Mm. Oh, man, that was... that was great."
Cameron,Namaste. Namaste.
Mitchell,"Oh, no. Hey, don't rustle. We're making dinner tonight. You're coming."
Cameron,"Yeah, come down."
Mitchell,Yes.
Mitchell,What?
Cameron,You know what I'm looking for.
Mitchell,He's a very nice guy.
Cameron,That's not it.
Mitchell,I'm sorry I made a snap judgment.
Cameron,Still not it.
Mitchell,You were right.
Cameron,There she is.
Cameron,Oh. Mrs. Ko. I'm Cameron. Mitchell's the other one. What are you doing here?
Cameron,What do you mean? What about Barry?
Cameron,The new tenant.
Cameron,But...
Gloria,"The problem wasn't me. It was Jay. He's a very bad teacher. Very bossy. I don't respond to that. I need somebody gentle, nurturing, like a woman."
Phil,Hey. Gloria. What's up?
Gloria,Can you teach me how to ride a bike?
Phil,"You can't ride a bike? I love that about you. I was beginning to think you didn't have any flaws. Listen, I wish I could, but I'm late for an open house."
Gloria,Oh.
Phil,Yeah.
Luke,I could teach you.
Gloria,Really?
Luke,Sure. I'm a great bike rider. I've taught a bunch of my friends.
Luke,"I never taught anyone anything. But my playdate canceled, so I was wide open."
Cameron,Barry?
Cameron,What are you doing in there?
Cameron,Are you living in our daughter's princess castle?!
Cameron,You said you had just moved in upstairs.
Cameron,...that you're living in a dollhouse?
Cameron,Yes. Let's do that.
Cameron,No... No!
Cameron,"Oh, my God! You are living in here!"
Cameron,Barry...
Cameron,...Are you homeless?
Cameron,"Okay. I can't even believe I'm having to say this, but you can't... you can't stay here."
Cameron,"No. You are living in a little girl's toy, and you have to move out."
Cameron,"There's no dinner! Dinner is off! Okay? Now, come on. Let's go."
Cameron,You're a massage therapist.
Cameron,"Okay, Barry. Listen to me."
Cameron,You're a very nice man. Mitchell and I like you very much.
Cameron,But I'm...
Cameron,"I'm going to take your hand... Yes, I am. Don't give me the coyote look. I'm not a canine. We're gonna walk out of here together. Mm. Nobody's gonna hurt you."
Cameron,Give me your hand.
Mitchell,Cam?!
Cameron,Mitchell! Call 911!
Mitchell,What's happening?!
Cameron,Barry's a nut! He's been living in Lily's castle!
Mitchell,What?
Cameron,Ow!
Mitchell,"Oh, my God! I thought he was living upstairs!"
Cameron,Just call the police! Do you want me to stop and give you the whole story?!
Cameron,Mitchell! Call 911! Stop pinching!
Mitchell,Okay.
Cameron,"And just for the record, I was right! I still don't think you should judge people! I said get off me!"
Luke,"Okay, Gloria. What scares you about riding a bike?"
Gloria,Losing control and falling down.
Luke,Great. What else?
Gloria,Somebody grabbing me?
Luke,That's weird. What else?
Gloria,Looking foolish.
Luke,"Okay. See, all these bad thoughts are holding you back."
Gloria,Mm. So how do we get rid of these bad thoughts?
Luke,We shoot 'em out!
Gloria,"No, don't you dare!"
Luke,Ride!
Gloria,Don't you dare!
Luke,Ride!
Gloria,"Luke, stop it! No!"
Luke,I said ride!
Gloria,"No, no!"
Luke,Ride!
Gloria,I'm gonna tell your mother!
Luke,What? That you're riding a bike?
Gloria,"No, that you're... Yes! I'm riding the bike! Whoo-hoo!"
Gloria,It was the greatest feeling in the world. Luke was right. There was nothing to be afraid of.
Claire,Get off the bike! Get off the bike! Give it to me! Give it to me!
Gloria,"Ay, don't grab me! No, no! No, don't grab me!"
Claire,"Go, go, go, go, go! Go! Laces, mirror... Bell. Slow down, jerk!"
Phil,Thanks so much for coming. It was great to meet you both. Have a good one! See you later.
Phil,"Hey, great. Lots of people."
Phil,"Oh, actually, I think they meant ""slow down""... talking to you..."
Phil,"""Your neighbors."""
Phil,"Yeah, um, you think maybe it's possible that you do drive a little too fast in a residential neighborhood with children present, maybe, or..."
Claire,Phil? Honey?
Phil,Claire?
Claire,Ohh. God. I had to get some water. I was chasing that crazy maniac. I got so close.
Phil,And you just gave up?
Claire,Mm!
Phil,That's not the Claire that I know. Get back out there!
Claire,Really?
Phil,Yeah!
Phil,"Okay, bye."
Claire,Hey. Hi. I'm Claire Dunphy. I'm Phil's wife.
Phil,Let's not talk her ear off.
Phil,She's got to go.
Claire,"Oh, beautiful house."
Claire,"Hey, are you going by Greenleaf? Mm..."
Claire,"I just overdid it on my bike, and I cannot get back on there."
Phil,That's a terrible idea.
Phil,"I wish I were one of those people who thrives on the danger of leading a double life. You know, Bruce Wayne, Peter Parker, Hannah Montana."
Phil,"That's a terrible...idea, because your bike is here. What are you gonna do? Leave it? That's rude!"
Phil,"Whenever?! What's ""whenever""? That's so open-ended."
Claire,Ahh. I love her energy. I'm coming!
Claire,"So, why do you want to move?"
Claire,Mm-hmm.
Claire,"Oh, tell me about it."
Claire,"You know, don't say another word. I bet I know exactly who you're thinking of. Yeah."
Phil,"Claire was furious. She said I betrayed her on every level. So, I called the florist, and I have ordered one dozen mylar balloons. Good luck staying mad, honey."
Phil,"C'mon, which civilization invented the alphabet?"
Haley,I don't know.
Phil,"Yes, you do. We've been over this a hundred times."
Luke,"Allow me, dad. I'm a great teacher. Who invented the alphabet?"
Haley,I...Don't...Know.
Phil,Luke!
Haley,I got soaked! What are you doing?!
Luke,Say it! Say it!
Phil,"Luke, that's enough!"
Haley,"Oh, my God! I don't know! I don't know! I don't know! The Phoenicians! The Phoenicians!"
Phil,That's...right.
Luke,Teacher of the year.
Phil,"She's all yours, buddy."
Claire,"Honey, honey, look, look. She's doing that thing with her jaw again."
Phil,Poor kid. She puts so much pressure on herself.
Claire,It's an obsessive-compulsive thing. I have read like 100 articles about it. Where does she get it from?
Phil,"Yeah, it's... it's a mystery."
Claire,"I know. Alex... Honey, hi! Hi, hi, hi. Why don't you take a little break?"
Alex,"Mom, the test is tomorrow morning. I'm not taking any breaks."
Claire,"Just a little... Oh, okay."
Luke,She does that jaw thing every six seconds. It's like the hippopotamus at the miniature-golf place.
Phil,"Ohh, I've bounced so many balls off those big teeth."
Luke,It's all about the timing!
Claire,Luke!
Phil,So close!
Alex,"Stop it, you..."
Claire,"Hey, hey, Luke, go to your room."
Phil,Go on!
Luke,She's got to eat. I did it out of love.
Claire,Go.
Mitchell,Look at her with the little harmonica.
Cameron,I know. She's like a little junior junior Wells. Where did you buy it for her?
Mitchell,"I thought you got it for her. Oh, no. Cam, she must have grabbed it from that store."
Cameron,"Okay. Honey... Listen. Stealing is wrong. Now, we have to go back and pay for it."
Mitchell,"Cam, it's so far away."
Cameron,"No, I'm not going back there."
Mitchell,Tracy?
Mitchell,"Uh, this is... this is Cameron, my partner..."
Mitchell,"And, uh, our daughter, Lily."
Mitchell,"Oh, Cam, this is... this is Tracy."
Cameron,"Oh. ""Tracy"" Tracy."
Mitchell,Yes.
Cameron,"Oh, hi."
Mitchell,"Tracy was my high-school girlfriend. Yes. Yes, it's true. I had girlfriends... quite a few, actually."
Cameron,"I, too, took my fair share of ladies to the hen house. Literally, I did take them to the hen house. That's the only place you could get some privacy on a farm."
Mitchell,: Really? What were these... what were these girls' names?
Cameron,": Oh, well, there was Nellie Forbush..."
Mitchell,Oh...
Cameron,Betty Rizzo... Eliza...
Mitchell,"Doolittle. These are characters from musicals. You're so gay, you can't even think of real girls' names."
Cameron,Kim McAfee... that's a real one.
Mitchell,"""Bye bye birdie""."
Mitchell,What's new?
Mitchell,Th... that's great. How long are you in town for?
Cameron,"Oh, I want to hear all about Mitchell from high school. Did he have a beard?"
Mitchell,But we should... we should all... We should all hang out.
Mitchell,"W... well, take care."
Cameron,Um... Thumpety thump-thump. Look at frosty go!
Mitchell,That was weird.
Cameron,"Well, don't worry about it. It's high school, honey."
Mitchell,"Well, actually..."
Cameron,What?
Mitchell,"At our 10-year reunion, we got a little drunk, started reminiscing, one thing led to another..."
Cameron,You went back?
Mitchell,I... I think I just wanted to see if I could. Turns out I could.
Cameron,Where did this happen?!
Mitchell,"Um, in the nurse's office. I can still hear the crinkling of the paper. After that, I... I didn't return any of her phone calls, and I haven't seen her since."
Cameron,You naughty little girl.
Mitchell,"Well, you know, that's what happens when you give me Kahlua."
Jay,Hello.
Gloria,"Jay, guess who called. The Hoffmans."
Jay,Who?
Gloria,That's right. The ones from the hotel bar in Cabo. They're in town for the night. They want to go to dinner.
Jay,"Oh, hell. The boring guy and the loudmouth?"
Gloria,I know. I was so excited that they called.
Jay,I don't want to see them.
Gloria,I know! So much fun!
Jay,"You're with them right now, aren't you?"
Gloria,"Yes! Ha ha. And they can't wait to see you, too!"
Phil,"Okay, pencils down. You're taking a break."
Alex,"No, I... I can't afford to take a break. Sanjay Patel's not taking a break."
Phil,"Well, obviously, Sanjay's parents don't care about him. Or ""her"". What is that... ""Sanjay""?"
Alex,"Sanjay's the only one in class who might do better than me, and I cannot let that happen."
Claire,"Honey, listen to yourself. It's just not healthy."
Phil,"This is my fault. You see me achieve excellence, and it puts a lot of pressure on you."
Claire,What about me?
Phil,Sorry. Yeah. It puts a lot of pressure on both of you.
Claire,"Thanks, Phil. Okay, come on. Let's go have some fun!"
Alex,No!
Phil,Let's go! Yes!
Phil,"Doesn't this feel good, sweetheart?"
Claire,"It's fun, right?"
Cameron,"Honestly, I think you're overly worried about Lily. It's not like she's gonna grow up to be a thief. And besides, at the end of the day, who does she learn her behavior from? Us. We're her role models. Like mama always said, our children are just miniature versions of us. Come on."
Mitchell,Cam.
Gloria,"Isn't that fun, Jay?"
Jay,"You know, I'm surprised to hear you say that. You've been pretty quiet."
Jay,Listening is your hobby? Sure.
Gloria,"Oh, we would love to!"
Jay,"Okay, let's slow down. You're nice people. We're nice people. But let's be honest... We've all tried to do that thing where we force a friendship that isn't really there. So why don't we just call it a day right now and say goodbye, shake hands, wish each other well?"
Jay,"No, no, but the beauty of it is we're never gonna see each other again, so there's no reason to be uncomfortable."
Gloria,They're staying with us tonight. Their bags are in our house.
Jay,"Oh, then you were right. This is uncomfortable. This is uncomfortable."
Cameron,"Do you like it? The recipe called for a cup of water, but I used milk instead to make the sauce creamier."
Mitchell,"Cam, I need to tell you something."
Cameron,You hate it.
Mitchell,Cameron.
Cameron,No. You're right. I shouldn't try anything new ever.
Mitchell,"Stop it. I'm trying to talk to you. Okay, today, when we were leaving the mall, I saw Tracy by the fountain..."
Cameron,"Please, don't tell me you slept with her again. Did you? You didn't. Right? You're joking. Yeah."
Mitchell,"Okay. Um... I don't know how to say this, or... or if I'm even right. I'm probably not. But, um, she was with a redheaded boy, about 8 years old, which is the same number of years since we..."
Cameron,No!
Mitchell,"And she said she'd only been married a year, and it would explain why she was so awkward with me, and..."
Cameron,Mm-hmm! Mm-hmm. Mm-hmm-hmm.
Mitchell,No...
Cameron,Mm-hmm.
Mitchell,"I know. I know. It's crazy, but, Cam, I need to find out if he's mine."
Cameron,Mm.
Mitchell,Are you okay?
Cameron,"Yeah. Yeah, well, you don't just tell your partner you may have a baby with someone else and expect him to go back to eating a delicious and inventive meal like it's nothing! Mm-hmm."
Mitchell,"Okay, Cam, but even if he is mine, it doesn't change anything between us."
Cameron,"Mitchell, I need to have my reaction. Mm! Mm-hmm. Mm-hmm."
Gloria,Jay! They order a cab. Are you happy now?
Jay,I'll be happy when I hear a trunk close.
Manny,"Hey, mom. You want a drink of water?"
Gloria,"No, papi. Not right now."
Manny,You sure? You look thirsty.
Gloria,What's with you and the water today?
Manny,It's a dribble cup. You can't drink from it without spilling. I think it's going to make me very popular.
Gloria,"Ay, papi, why do you need these things to make you popular? First the walking stick, then the business cards."
Jay,Are they gone yet?
Gloria,Why did you talk to them like that?
Jay,What? I was just being honest. They're boring as hell!
Gloria,Quiet! They can hear you!
Jay,"Oh, he probably already heard me. His hobby is listening."
Gloria,"Jay, you don't treat people like that."
Jay,What? I should do what you do? Pretend to like someone you don't?
Gloria,I'm doing it right now.
Jay,"Can I tell you something, Gloria? When you reach a certain age, you want to spend what precious little time you have left with people you actually like, not some bozos who glommed onto you."
Manny,Tell me about it. I've got a clingy fifth grader I can't shake.
Jay,"See, even Manny knows."
Manny,"I got your back, Jay. Thirsty?"
Gloria,"Manny, go to sleep."
Jay,Can we just please forget about this now?
Gloria,"And the worst thing is that you sold me out without warning and made me look like a fool. Husband and wife are supposed to help each other, not throw each other under the bus! I would never do that to you!"
Jay,"Gloria... Gloria, wait! Could you get my book for me? I left it downstairs."
Gloria,I am so sorry.
Gloria,"Ay, wait. You left this."
Gloria,Oh.
Gloria,That's amazing.
Gloria,"No, no. Don't go. I really want you to spend the night here."
Gloria,"Jay doesn't know what he wants. I don't like to tell this to people, but, uh... Jay's mind is... going away."
Gloria,"He's so old, some nights it's like... he's not even here."
Mitchell,Hey. You never came to bed.
Cameron,I fell asleep in the den.
Mitchell,"Cam, we need to talk about..."
Cameron,"Mitchell, wait. Listen. I was up all night, thinking about it. And here's the thing. If you would have told me 10 years ago that I would be living with someone and raising a beautiful baby girl, I would have said you were crazy. But here we are. And you and Lily are the best things that have ever happened to me. So if you're telling me there's another kid, how can that be anything but good?"
Mitchell,"Oh, Cam, that's... that means so..."
Cameron,"No, it's okay."
Mitchell,"No, I need to have my reaction."
Cameron,We're gonna be okay.
Mitchell,Yeah.
Cameron,So what do we do now?
Mitchell,I don't know. I guess I'm gonna have to... I'm gonna have to call Tracy and tell her that we need to talk. Okay. Um...
Cameron,Are you nervous?
Mitchell,"I'm terrified. Yes. I mean, what's this kid gonna think of me? I've been absent for the first eight years of his life. I mean, how do you make up for time like that when..."
Cameron,"Okay, slow down. You're spinning out. It's probably just a false alarm."
Mitchell,"No, you're right. This could be my ""going bald"" scare all over again."
Cameron,Yeah. And we know how that turned out.
Claire,Honey. What would happen if the greatest scientists on earth got together to mate nature's two most violent predators?
Phil,"Are we talking about ""Croctopus"" in 3-D?"
Claire,At 2:10.
Phil,Book it!
Phil,"Claire and I share a true love of cheesy cinema. Um, our favorite categories include genetically engineered animals gone wrong..."
Claire,Old and young people switching bodies.
Phil,"Mm. Uh, tough guys taking care of babies."
Claire,Any sequel three and higher.
Phil,"Oh, yeah. Usually get a new cast around five... That's where the magic really happens."
Claire,Yeah. Yeah.
Phil,Yeah.
Claire,"Mm! Hey, honey, how'd your test go?"
Alex,Second highest in the class.
Claire,"Hey. Well, that's great."
Alex,Sanjay Patel edged me out by 12 points.
Phil,"Oh, honey, who cares what she did?"
Alex,It's a he! Sanjay is a very common Indian boy's name. There are like millions of them.
Claire,"Sweetheart, it's still a great score. I hope you're not beating yourself up."
Alex,I'm not.
Phil,That's our girl.
Alex,Sanjay's dad's a surgeon. His mom's a professor. I can't compete with that. I'll just have to do the best I can with what I was given.
Phil,Good for you!
Claire,"We're proud of you, honey."
Phil,She's such a good kid.
Claire,"Yeah, she is. Did she just say she was gonna do the best with what she was given?"
Phil,"I don't know. I was still thinking about all the Sanjays. I don't know any, but I know three Miltons."
Claire,She's saying we're stupid!
Phil,"Well, she's... wrong."
Claire,"Is she? Honey, look at how long it just took us to figure out that she's insulting us. Are we holding our kids back?"
Phil,No. We're both bright people.
Claire,Yeah.
Phil,"We're college graduates. We read. I'd go so far as to say we're as intellectual and sophisticated as... Sweet! ""Croctopus"" tickets confirmed!"
Manny,"Hey, guys."
Gloria,Where are you going?
Jay,Got a golf lesson. My swing's a mess. Manny's coming with me.
Gloria,"No, you can't go downstairs now. You'll run into the Hoffmans."
Jay,"Actually, I want to talk to them, because I've been thinking about what you said last night, and I'm sorry if I embarrassed you. You're right. You never would have done that to me."
Gloria,I forgive you!
Jay,So I'll say goodbye.
Gloria,"No, Jay. Don't do that. First they think you like them. Then they think you don't like them. Don't confuse them."
Jay,I want to do this for you.
Gloria,"Jay, wait!"
Jay,It's okay.
Gloria,"Ay, Jay, wait!"
Manny,What do you mean?
Manny,A little? It's hard to watch.
Manny,"Well, he does swear a lot. You know, the worst is when he goes off into the woods. Oh, and when he drives... Oh, my God. Look out. I'm surprised he hasn't killed anybody yet!"
Jay,Hey! I'm so glad you guys are still here. I just want to say... sorry for last night.
Gloria,"Ay, you see? Problem is solved. Now go. You're going to be late."
Jay,"There's nothing wrong with you guys. You know, it's... it's me."
Jay,Now I'm confused.
Manny,"Uh, here, Jay. I poured you a glass of orange juice."
Jay,"Thanks, kid. What the hell? What's wrong with me?!"
Manny,It's always funny.
Gloria,"Jay, go change. I'll be there in one second."
Jay,"Well, at least let me drive you to the airport."
Claire,"Honey, do you want popcorn or anything?"
Phil,"No, I'm good...'N' plenty. So hold your water 'cause I've got some ""twix"" up my sleeve."
Claire,"You may be cool, but I'm... wine cooler."
Phil,I love us. Thank you.
Claire,Hey!
Phil,Hey! Who is that?
Claire,"It's the Patels, Sanjay's parents."
Claire,I heard Sanjay did so well on his test today.
Claire,Wow. Indeed. Yeah. Yeah.
Claire,"Well, we're not here to see ""Croctopus""!"
Phil,"Well, that makes ""deux"" of us."
Phil,All right.
Claire,You bet.
Phil,See you in there!
Claire,"Phil, where are you going?!"
Phil,"""Croctopus""."
Claire,Honey. Honey! I think we should go see this movie.
Phil,Why do I have to watch a French movie? I didn't do anything wrong.
Claire,"Well, maybe Alex has a point. How can we encourage our kids to have intellectual curiosity when we don't have any?"
Phil,I don't know. It's two hours of our life. Fine. For our kids. Sometimes I hate the kids.
Claire,I know.
Phil,I'm so confused.
Claire,I'm not. I love this.
Phil,You do not. Name one thing you've liked about this.
Claire,I liked the scene with the old man on the beach.
Phil,That was a trailer for a different movie.
Claire,So he's not coming back?
Phil,"No, he's not coming back, and I'm not coming back, either!"
Claire,Some of us are trying to enjoy this film.
Phil,"While Claire watched one of the most highly acclaimed films of the year, I sat through a badly made schlockfest with absolutely no redeeming value. And it was awesome."
Phil,"Oh, my God. It feels like I have ink on me!"
Phil,"Sweetheart... Hey. Hey, hey, hey."
Claire,What?
Phil,Honey...
Claire,"Oh, my God. I fell asleep. I missed it."
Phil,"Yeah, let's go home."
Claire,I can't believe I fell asleep and you left. Alex is right... we're idiots.
Phil,"Claire, stop it. Look... Our kid got the second-best grade in the class. Dumb parents don't make kids that smart. She got the best of both of us."
Claire,Mm.
Phil,Kind of like if you combined the jaw strength of a crocodile and the ink-spraying capabilities of an octopus. You'd end up with something unstoppable.
Claire,"But they did stop him in the end, didn't they?"
Phil,"""Her"". And she laid eggs."
Claire,Croctopi.
Phil,Yeah.
Claire,Ohh.
Phil,Hey. Hey. Check out Einstein over there.
Claire,"Well, that's just sad. Hey, Vish. You just do this."
Claire,Not in the least.
Phil,I actually found it quite two-dimensional.
Claire,Hmm.
Phil,"Hmm. Well, lovely to see you."
Phil,All right.
Phil,"Bye. After you, doctor."
Claire,"After you, professor."
Mitchell,"Hi. Um, so... W... we need to talk."
Mitchell,Do you mind if we sit down?
Mitchell,"Um, Tracy, I... I have something to say, and I'm afraid that if I just don't say it all at once, I'm never gonna say it. So..."
Mitchell,"Again... sorry about that. Anyway, uh, I saw you yesterday across the mall after we spoke and couldn't help but notice that you weren't alone. Uh, you were with... I don't even know how to put this."
Mitchell,Bobby. Cameron ; Such a lovely name.
Mitchell,Tracy... I... is he...?
Mitchell,"Oh, my God. Oh... Okay. Um... Why didn't you tell me?"
Mitchell,"I... I was freaked out, Tracy, and I..."
Cameron,"Hey, let's not rehash the past... but rather, focus on the future."
Mitchell,"Yes, yes. Yes, Cam and I, um, want to know if you're open... to us... getting to know Bobby."
Mitchell,"Okay, I understand. No, it might be a little awkward at first, but I think after some time..."
Cameron,We brought him a present.
Mitchell,"Please, we just... we really just want to meet him."
Mitchell,"Hey, what's up, dude?"
Mitchell,Good. Nice to meet you. Yeah. Hi. Cameron.
Mitchell,"Um, uh, how... uh, we, um..."
Cameron,The prom.
Mitchell,Oh... it's not...
Cameron,You don't need to...
Mitchell,I wouldn't even...
Cameron,You don't...
Cameron,I'm just gonna go and let you two catch up.
Mitchell,So... 'Sup?
Jay,I never realized that you ever had sex with a girl.
Mitchell,"Oh, yeah. Yeah. I kind of got around back then, actually."
Jay,More than one?
Mitchell,Please.
Jay,"Well, there was Tracy. Who else?"
Mitchell,"Uh, Betty Rizzo."
Jay,Don't remember her.
Mitchell,Eliza Doolittle? Nellie Forbush?
Jay,These were classmates?
Mitchell,"Well, s... s... some were older. S... some were younger. Uh, Liesel and Gretel Von Trapp. Sisters, obviously... too far?"
Jay,I'm not an idiot. You played that record night and day. Why would you tell me a thing like that?
Mitchell,I just...
Jay,Come on! Let's go! We're gonna need a little extra time at airport security 'cause I'm pretty sure they're gonna want to patch you down.
Gloria,"Manny's with his father for the weekend, so Jay and I are flying to Vegas."
Jay,"I'm a little torn because I want alone time with Gloria, but I also like rubbing Manny's head for good luck."
Gloria,"I just need to send this e-mail to Claire why I'm not working on the bake sale next week, but I can't say the real reason."
Jay,Why not?
Gloria,Because she drives me crazy when she's in charge of these things.
Jay,"Okay. We got a flight to catch, so let me help you out here. Okay. You tell me what you want to say to her, and I'll help you find a nice way to say it."
Gloria,I want to say... I can't work on the bake sale because you're a bossy control freak that looks down on my cupcakes even though your lemon squares were very dry.
Jay,Done. Okay? How's this?
Gloria,"""Dear Claire, I can't work the bake sale because you're a bossy control freak who look down..."" Very funny, Jay. Ay... ay... why the whoosh? Where is... where is the e-mail? It sended! Ay. Make it come back."
Jay,I don't know how to make it come back.
Gloria,"Now she's gonna read it, and she's gonna think it's from me!"
Jay,"Well, technically, it was from you. But come on, let's hit the road."
Gloria,It sended. Please come back.
Mitchell,"We love our neighborhood, but sometimes the last thing you want to do after fighting traffic is get back in the car to go out to eat. And the only restaurant within walking distance is Shawarma City."
Cameron,"Uh, one meat. One chicken."
Mitchell,And can you make the chicken all white meat?
Mitchell,"Okay, that's not an answer."
Mitchell,"Then a miracle happened. Uh, the hottest new restaurant in the city opened up two blocks away... Amelia's."
Cameron,But there was a problem.
Mitchell,They can take us at 5:15...
Cameron,"What are we, 80?"
Mitchell,Or 10:45.
Cameron,"What are we, 20?"
Cameron,Then... miracle number two. Turns out one of the mothers at Lily's pre-school is none other than Amelia herself.
Mitchell,"So we arranged a play date with her son, Jackson, where we would, you know, charm Amelia."
Mitchell,"Okay. The most important play date ever, so I'm really gonna need you to sparkle, sweetie."
Cameron,"Oh, I'm gonna sparkle like it's the 4th of July."
Mitchell,I was talking to Lily.
Alex,"It's our parents' anniversary, so we're surprising them with breakfast in bed."
Haley,They're impossible to buy for... we think. We've never really tried.
Alex,"Okay. Ready? One, two, three..."
Phil,Oh. Oh! No! No!
Claire,I'm sorry!
Phil,Nothing's happening!
Claire,"Oh, my God."
Phil,"Yeah, our kids walked in on us. We were, as they say, ""having sex""."
Claire,"Oh, God. That's not a euphemism, Phil. It's exactly what we were doing... having sex. In front of our children."
Phil,"Well, they weren't there when we started."
Claire,No.
Phil,"In fact, you weren't even there when we sta..."
Claire,"Oh, my God. Oh, my God."
Phil,It's okay. Maybe they didn't see anything.
Claire,"Sweetie, t... they screamed, they dropped a tray of dishes, and then they ran out of here like they were on fire."
Phil,"You were on fire, lady."
Claire,Really? You're still going?
Phil,"Well, forgive me for thinking your zesty performance deserves some praise."
Claire,"Phil, our children are downstairs right now, and they are probably traumatized."
Phil,"Oh, come on. I'm sure it's not that bad."
Alex,I can still see it!
Haley,I can't believe that just happened!
Luke,What were they doing?
Alex,Nothing!
Luke,"Whatever it was, it looked like dad was winning."
Haley,It! They were doing it!
Alex,He has no idea what you're taking about.
Luke,Sex?
Alex,Yes!
