character,line
Phil,"How you doin', typhoid Clairey?"
Claire,Hey. what are you doing home?
Phil,She caught your cold and had to come home. I thought we should contain you two and keep it from spreading through the house.
Claire,Come here. I'm so sorry.
Haley,Aw. it's okay.
Claire,"Hey, did you finish my ladyfingers?"
Phil,Not yet.
Claire,Did you pick up my phone from the gym?
Phil,Not yet.
Claire,Is that the smoke detector? I thought you fixed that.
Phil,"Boy, you're really starting to sound like your old self."
Claire,You know what this reminds me of?
Haley,Huh?
Claire,When you were little and we used to snuggle and watch soap operas together. Remember that? Nothing's changed. Sonya's still married to that guy.
Haley,One second.
Claire,The one with the... bad hairline.
Haley,Dylan?
Claire,O...Kay.
Haley,"God, I miss you, too. oh, it's just a cold, silly. You don't have to conceive of a world without me. Oh, nothing. I'm just in bed with my mom. Stop freaking out. It is not coming true."
Phil,"Uh, Mrs. Vaughn? It's Phil Dunphy. It's about 3:30. Now, I know you said you'd moved on, but, um, there's been a significant price reduction in the, uh, house in Sullivan Canyon, which I know you loved. So, uh, if there's any chance you might reconsider, I know you will not be sorry. I can meet you anytime, so just give me a call. Any... anytime. I can meet you wherever that... place is that you feel, uh, that would be best. Okay, thank you. Bye."
Luke,Dad?
Phil,"Hey, buddy! How are ya? W-what are you doin'?"
Luke,Keeping the germs off me.
Phil,You care about germs? I've seen you kiss a pigeon on the mouth.
Luke,My class is going to Disneyland in two days. I can't get mom's cold.
Phil,Oh. Good plan. I remember this. My dad bought it during the Cuban missile crisis. I never got a turn in that. You think maybe later I could...
Luke,"Yeah, maybe. What are you doing home in the afternoon?"
Phil,"Oh, no big deal. Just had a couple of showings fall through."
Luke,Again?
Phil,You know what I always say.
Luke,Sure do. Can't get back on that horse unless you fall off.
Phil,That's right.
Luke,Ow. That's loud.
Phil,Sorry. Where is that coming from?
Phil,"Changing the battery in a smoke detector is what they teach you in man 101, So, of course, every time I hear that noise, all I hear is, ""beep beep... you're not a man. Beep beep... you're not..."" Really?!"
Luke,"Hey, dad. Can you open this for me?"
Phil,"Oh. Sure, buddy. Ow! Mm!"
Luke,What happened?
Phil,I broke a nail.
Jay,Mitchell! What's up?
Mitchell,What do you... what do you mean? You... you just sent me an urgent text saying to come right over.
Manny,I used Jay's phone.
Mitchell,"Oh, what happened to your face?"
Manny,"Oh, just a little scrape-up. Mitchell, I'd like to engage your legal services in representing my friend Jack in a wrongful- termination suit."
Jay,"Forget it. He's not coming back. Don't take the case, Mitchell."
Mitchell,I-I don't think I was gonna take the case.
Manny,"Fine. Then, under the circumstances, we have nothing further to talk about. These will be my last words to you."
Jay,Knock knock.
Manny,"Who's there? Okay, you got me. I hope you feel clever tricking your kid."
Gloria,"Hello, Mitch!"
Mitchell,"Hi, Gloria."
Gloria,Congratulations!
Mitchell,Hmm? On what?
Gloria,Lily's commercial.
Mitchell,"Oh, no, no. We turned that down."
Gloria,Are you sure? Because Cam sent me a picture of her in her makeup chair.
Mitchell,"Uh, sorry. He what?"
Gloria,"Oh, it's so exciting. You have to remember this day so that you can celebrate it every year."
Cameron,"Yes, uh, she sure is. Did you hear that, Lily? You're the talent. Isn't that magical? Ooh. Grapes. Mm! And that is a prop."
Haley,"Okay, we're really gonna hang up this time. On the count of three. Ready? 1, 2, 3. Hello? I can't believe he hung up! I'm calling him back."
Claire,"Hey, give me that."
Haley,"Oh, my god, is that Jesse?"
Claire,"Mm-hmm. And he's still married to Angie. You know something else you might find interesting? Sonya is drinking, because she married a buffoon when she was young, and now she realizes she's wasted her entire life. Can you imagine making a mistake like that?"
Haley,"Yeah, that must be...Horrible."
Claire,"Yeah, now she's just a bitter ghost of a woman, filled with resentment. But that's what happens when you commit to someone before you see what else is out there."
Phil,Seriously?!
Haley,"She couldn't have laid it on thicker. ""ghost of a woman""? ""total buffoon""? I'm not an idiot. She was talking about her and my dad!"
Haley,"Yeah, well, maybe Sonya and her husband just need to... work a little harder."
Claire,"Can he give her those years back? I mean, she could have been something. She could have traveled the world. Been with fascinating men. She could have accomplished things. That's all she thinks about now... Every time she looks at him."
Phil,Aah! Ow!
Luke,Is that mom's apron?
Phil,It's an apron. It's unisex. Some of the world's greatest chefs are men.
Luke,But it's bumped out where the boobs go. That's happening more and more.
Phil,"Hadn't noticed. Mrs. Vaughn! Thanks for calling back. Yeah, I was just about to... I see. Uh, is there anything I can say that will... All right. Well, thank you very much. And if... o-okay. Goodbye."
Luke,Did you lose another one?
Phil,"Hey. Can't lose something you never had, right, pal?"
Luke,"That was the doorbell, dad."
Phil,"Yeah, I know."
Luke,"So, what happens if people stop buying houses? Are we all gonna have to get jobs?"
Phil,"Just a little slump, buddy. Nothing I can't handle."
Phil,Oh! Yeah. Come on in.
Phil,"Great. Thanks. I'm Phil, Claire's husband."
Phil,"You too. Oh, sorry! I burnt my ladyfingers."
Gloria,"So quiet. It's like Christian ""silence"" reading room."
Manny,I'm fine.
Jay,So am I.
Gloria,"Okay, my two stubborn burros. I'm going out. Manny, be a good boy. Jay... Mm, I'll see you later. I think you know where."
Jay,"Honey? You know what I was just thinking? You know how when people are in love,s they finish each other's sentences? Like, um... Tonight we're going to..."
Gloria,Have fun!
Jay,Yes. When we get to...
Gloria,...Gether later!
Manny,"You have no idea where you're going, do you?"
Jay,Tell me.
Manny,Hire Jack back.
Jay,Forget it.
Manny,Your funeral.
Cameron,"Okay, Lily, daddy's gonna be right over here. Okay. Oh, and, um, by the way, if it helps, I have a list of things Lily can do. She can blow a kiss, uh, flap her arms like a bird..."
Cameron,Okay. Thank you.
Mitchell,Cam. Cam.
Cameron,How did you get on the set?
Mitchell,I walked on it. It's not MGM. It's a warehouse behind a mattress store. I can't believe you went behind my back. We agreed...
Cameron,"We didn't agree on anything. You agreed. We don't have to agree on everything. I didn't like the book you bought her last week, but I didn't stop you from reading it to her."
Mitchell,"Well, what was wrong with it?"
Cameron,"How was it a big day for Biscuit, Mitchell? How?"
Mitchell,"Okay, this isn't about Biscuit."
Cameron,"I know. It's about our daughter, Lily."
Mitchell,"No, you want to know the truth? I think it's about you, Cam. I think you're using our daughter to fulfill some childhood dream of yours."
Cameron,"Oh. That's great. There are a lot of important people here, so I'm not gonna get mad, but I resent the implication that I would do anything that's not in the best interest of our daughter."
Cameron,You can apologize to me anytime you're ready.
Mitchell,Are you kidding me?
Cameron,What?
Mitchell,This commercial... it's a big stereotype.
Cameron,"It's called ""ironic."""
Mitchell,"No, this is why Lily was perfect... she's Asian. She's a prop."
Cameron,"It's called ""niche casting."""
Mitchell,"Stop telling me what stuff is called! You're so blinded by the spotlight, you can't see what's really going on here!"
Cameron,Excuse me. 'scuse me. 'scuse me! 'scuse me! 'scuse me!
Cameron,"Well, don't you think this commercial just might be the teeniest bit racist? I mean, um, save-zilla?"
Cameron,"No, I know, but maybe... Maybe we could just tone it down a bit. Maybe not hit the accents so hard?"
Cameron,"Yeah, well, I know. I just... I can't let my daughter do this."
Cameron,"Well, I also have the best attorney in town, So do your worst. And by the way, Lily is Vietnamese, not Japanese. There's a big difference, but you wouldn't know that, because you're only interested in seeing these children as interchangeable stereotypes, not human beings. Come on, Lily. Let's go."
Mitchell,"Cam? Cam, that's not..."
Cameron,"Hi, buddy. There we go."
Jay,"Going to meet your mother. Figured it out all by myself. Two years ago, we got our marriage license, we went to a little hot dog stand she said was the most romantic meal she ever had in her life. That's it, isn't it? Yeah, that's it. You can give me the cold shoulder the rest of your life. Jack's not coming back. See, I could overlook the goofing off, but you could have been seriously hurt today. Anybody puts my kid in danger doesn't get a second chance ever. I'll see you later."
Manny,Did you just call me your kid?
Jay,"Oh, geez."
Manny,You've never said that before.
Jay,Sure I have.
Manny,Unh-unh.
Jay,"Well, of course you're my kid. I mean, what do you think?"
Manny,You're going to the wrong place.
Jay,What?
Manny,It's not your wedding license.
Jay,What is it?
Manny,First kiss.
Jay,No. Just tell me.
Manny,"I mean, your first kiss... with my mom."
Jay,"My god, you're right. Thanks!"
Manny,The pier.
Jay,Thanks.
Haley,"But maybe Sonya didn't make a mistake, maybe she just met her soul mate when she was young."
Claire,"No, no, no. That never happens. See, she threw her life away, and now she wants out."
Haley,"Okay, let's cut the crap. We're not talking about some character on a soap opera here, are we?"
Claire,"No. No, we're not. Honey, I'm sorry. I don't want to hurt your feelings, but... ...I've been feeling that way for a really long time, And...Can we be honest with each other? He's kind of a doofus."
Haley,"I guess, but... I thought you liked that about him."
Claire,"Mm, mnh-mnh. No, I never did. Believe me, honey. There are many better options out there."
Haley,Like who?
Claire,"I don't know. Off the top of my head, uh... How about that cute guy who delivers the pizzas?"
Haley,He's like 18!
Claire,So?
Phil,"Don't mind me, ladies. This is the last one. I've changed the batteries in every last smoke detector in the house."
Luke,"Hey, dad. I think I found a place online where I can sell this organ. Can you drive me to the black market?"
Phil,"I think they mean a different kind of organ, buddy."
Claire,"Sweetie, why are you trying to sell that?"
Luke,In case things with dad's job get even worse.
Phil,"Honestly, I don't know why everybody's making such a big deal. Everything's fine. It makes no sense! I changed every one!"
Claire,I'm gonna call my dad.
Phil,"No, we're not calling anyone! I can handle this. I just need the old burglar basher."
Luke,Is that your college cheerleading baton?
Phil,Not when you're on the business end of it.
Claire,Oh!
Phil,"Guess that one won't be chirping anymore, will it?"
Claire,Honey...
Haley,Go after him.
Claire,"Oh, no, he just needs to blow off some steam."
Phil,How's that for battery?!
Haley,"Mom, like it or not, you made a commitment, and maybe that doesn't mean anything to you anymore, but you owe it to this family to save your marriage and give it one more try."
Claire,What?
Phil,"End of the line, smokey Joe!"
Haley,"Look, dad may be a doofus, But he is 10 times better than any pizza-delivery boy. Go to him."
Claire,Did you...
Phil,I just detected your ass gettin' kicked!
Claire,Okay. Honey...
Phil,"Thought I forgot about you, didn't you? Nope."
Claire,"Phil, no. Stop."
Phil,I gotta stop the damn chirping.
Claire,This isn't about the noise. Sweetie... ...You're having a bad day.
Phil,At the end of a bad month.
Claire,I know.
Phil,"You know how scary that is, Claire?"
Claire,"No. No, I don't, because you never tell me the bad stuff. You only share all the good stuff. Honey, what happened to us being a team? Right? We're supposed to lean on each other. Honey... I have faith in you. Mm."
Phil,I must be catching your cold.
Claire,Mm-hmm. Okay. You know what? Let's just get new smoke detectors.
Phil,"We already changed them out last year. Remember, buddy? You helped me."
Luke,Sure did.
Phil,Wait a minute. What'd you do with the old ones?
Luke,"You told me to throw them in the garbage, So I put them in the attic to make a robot."
Phil,"It's the old ones. The batteries are dying, And we can hear them through the vents. you did it, buddy! I'm sorry."
Claire,I love you.
Phil,I love you.
Haley,I did that.
Claire,Oh. That must be the pizza I ordered.
Haley,Pizza? You ordered pizza?
Claire,"Yeah. I was just sort of in the mood, you know?"
Haley,But we had pizza a couple nights ago.
Claire,"I know, but I had an urge, And when you get an urge, you get an urge."
Haley,"Okay, here, I'll get it!"
Claire,"No, sweetie, I've got it."
Haley,"No, mom. You're always asking me to do things. I'll get it. Here, just sit back, relax."
Claire,I-I...Really...
Haley,"Okay, get the change. I'll get the pizza. Don't worry. Here! And I think it's best you don't come around here anymore!"
Manny,Good afternoon. Thanks for coming. It's so nice to spend my birthday surrounded by so many smiling faces. I was almost too depressed to come today. I realized I let my childhood slip away.
Claire,"Come on, everybody! We're gonna be late for Manny's birthday! Let's go! Let's go! Let's go! Let's go! Let's go!"
Luke,"I'm ready, mom."
Claire,"You sure, honey?"
Luke,Yep.
Claire,Then take a quick peek at your feet.
Luke,"Oh! Come on, Luke!"
Mitchell,"Are you gonna walk faster, or should I get Lily's stroller out of the car and push you?"
Cameron,"Would you relax? The restaurant's like five minutes away from here... ohh, free lotion."
Mitchell,Stop stopping to smell the roses. Manny's present.
Cameron,"Ohh, you are such a Pritchett."
Mitchell,What's that supposed to mean?
Jay,Let's go! Let's go! Let's go! Let's go! Let's go!
Gloria,I'm looking for the keys!
Jay,Of course you are.
Jay,"I like being on time. It's easy 'cause I'm organized. Not my wife. You'd think growing up in a place full of death squads and drunken uncles, she'd have learned to move a little bit faster."
Gloria,"Ay! Sorry, sorry. I couldn't find my earring. So, what were we talking about, huh?"
Claire,"Honey, come on. We're gonna be late. Let's go."
Phil,"Yeah, yeah, just filling out the application to family camp."
Claire,Ohh.
Phil,"You don't win the ""dirty dancing"" competition and not go back to defend your crown."
Claire,"Hmm. That's right. Come on, honey."
Phil,But shoot for the king... You better kill him.
Phil,"Every summer, we spend a week at family camp. It's just like regular camp, but with the family!"
Claire,"Yeah. I don't think that needed any clarification, Phil."
Phil,Somebody's still a little toy about losing last year's color war.
Claire,Not.
Phil,She was on team blue...
Claire,Mm-hmm.
Phil,Or as I like to refer to them as team blue-zer. And I was on white.
Claire,That's good.
Phil,And if you ain't white...
Claire,No.
Phil,You ain't right!
Claire,Phil! Have you learned nothing?
Phil,My good man.
Claire,"Okay, come on, everybody. Front door! Now!"
Phil,"Claire, relax. It takes 15 minutes to get there."
Claire,It takes 20 minutes.
Phil,If we take your route.
Claire,"Well, my way is the most direct."
Phil,Directly into traffic.
Claire,"Uh, your way is directly into... The suckiest way."
Phil,Want to make this interesting?
Alex,"Yeah, I don't think that's possible."
Phil,We take two cars and see who gets there first.
Claire,Fine. Fine. Let's do that. It's on.
Phil,Yeah! It is on! I'll take the girls.
Claire,"Luke, your dad and I are splitting up."
Luke,Why?
Alex,Another one of their stupid arguments.
Luke,Okay. I'll go with dad.
Claire,"No, no. Buddy. Come with me."
Phil,"Prepare to be... my shoes. Come on, Phil!"
Manny,How do I look?
Jay,Like al Capone.
Manny,Thanks!
Jay,"Happy Birthday, kid."
Manny,Whoa! A bb gun?!
Jay,Enjoy. That's the best gift my dad ever gave me.
Gloria,My keys are nowhere! We're gonna have to go in your car.
Jay,It's in the shop. Where was the last place you put your keys?
Gloria,"Oh, so now it's my fault? Where was the last place you put my keys? Mm-hmm."
Jay,In your hand when I bought you the car.
Manny,"Hey, Jay, on the box, it says ""ages 16 and up."" Is this an appropriate gift for me?"
Jay,"Are you kidding me? You were born 16. You know, we wouldn't be having this problem if you hadn't lost the spare set."
Gloria,I didn't lose them. Somebody came in here and stole them!
Jay,And left the car.
Manny,"What do you mean, I was born 16?"
Jay,"I'm just saying, you were never much of a kid. And that's a good thing, 'cause I never liked kids. You know, you ought to try the fridge. 'Cause that's where we found your cellphone."
Gloria,"It was only one time, Jay. And you know I always eat after I talk to my mother."
Jay,"Happy Birthday, old man."
Manny,"Well, I've forgotten a lot of things in my life. But what Jay said hit me hard. I'd forgotten to have a childhood."
Alex,"Dad, that was a stop sign."
Phil,I'll stop twice on the way back.
Haley,"Oh, good, it'll give us a chance to pick up that hubcap you lost cutting through the temple parking lot. Yellow... yellow! Okay."
Claire,"Are you seeing this? We are making every light, and we don't even have to speed. The system works."
Luke,Mom?
Claire,"I know, I went a little fast back there, but, really, 40 is the same as 35."
Luke,You say that a lot.
Phil,I don't think you two appreciate what's at stake here our lives?
Haley,Our lives ?
Phil,"You know I love your mother, but I think you also know a certain look she gets that says, ""just listen to me, I'm always right."""
Haley,You mean her face?
Phil,"N-now we're getting this. If we're right this one time, then we never have to be right again. When she says, ""that balloon can't carry a person, Phil,"" I say, ""Manny's birthday."""
Alex,"""Take your jacket, Alex. I think it's gonna rain."""
Phil,"""Manny's birthday."""
Haley,Don't look at me. Look at the road.
Phil,"""Manny's birthday."""
Haley,"No, dad! Look at the road! There's a truck!"
Phil,Sweet baby!
Claire,We are so kicking your dad's butt! We are the best ones!
Luke,How come you and dad are breaking up?
Claire,What?
Luke,"If it's just a little disagreement, can't you just work it out?"
Claire,"Oh, sweetie, you thought that when I said we were splitting up... No. No, your dad and I are fine, honey. We just were gonna take separate cars to see who could get to the restaurant faster."
Luke,"Oh, that's a relief."
Claire,"Ohh, you must have been feeling awful back there. I am so sorry."
Luke,It's okay.
Claire,Why did you say you'd go with your dad?
Alex,Great. Mom gets to be right again.
Phil,"Hey, bad attitudes lose races."
Haley,"No, swerving into a curb and popping your tire loses races."
Alex,"We should call the cops and say mom's car was stolen. They arrest her, we win."
Phil,"No, they trace those calls. But this is great. Thinking like a team! Good practice for family camp."
Haley,"We're, uh, we're doing that again?"
Phil,"Oh, yeah! And this year I predict total white domination."
Haley,Can't go back there.
Alex,I heard this summer there's gonna be a hoedown.
Haley,I can't.
Alex,Haley!
Haley,I can't! I can't.
Mitchell,Eight minutes talking to the lady at the stationery store and still no present.
Cameron,"You know, I think a new friend is like a present."
Mitchell,"Yeah, I read that card, too. Can we please just buy the next thing we see and get out of here?"
Cameron,"You know, why can't you enjoy this? It's a beautiful afternoon, Lily's with a sitter. The day is ours!"
Cameron,Helen!!
Mitchell,"Oh, look at that. Another friend. Off we go. Very busy."
Cameron,No. Stop. You are too tied to your rigid schedules. You're missing life. It took all of two seconds to help this nice man.
Cameron,Two seconds. Yeah.
Cameron,He says he's so sorry! And that he's always loved you!
Cameron,Please come up and talk to him! His life would be empty without you! I'm sorry I'm going off script. It just felt right.
Cameron,"No, you know what? Give him your cellphone. I'll chase Helen down and give her my phone. They can hash it out."
Mitchell,Are you... are you serious?
Cameron,"Yes, I'm serious as a heart attack."
Jay,You always do this. Now we're gonna be late to our own party.
Gloria,Stop shouting.
Jay,"Well, technically, I wasn't really..."
Manny,"Uh, yes, hello. Is Seymour butts there? I'd never made a prank call... Never mixed different sodas together to see what they'd taste like. So I knew I had to make the most of what little childhood I had left. Not ""lutts."" I'm looking for butts. Yes, I'm trying to get ahold of butts. Very funny. I don't have time for this foolishness."
Jay,Maybe if you had a system for where you leave things.
Gloria,"I have a system. I put down things, then I remember where I put them."
Jay,"And that would be preferable to, say, putting them on the key holder which just happens to look like a large key."
Gloria,Stop screaming!
Jay,What are you doing?
Manny,Turning back the clock. Disgusting!
Jay,Don't judge me. You've never been married. This never happened.
Manny,I don't know what you're talking about.
Jay,That's a good man.
Manny,Boy. I'm a boy!
Mitchell,You all right? You okay?
Mitchell,"Oh. Okay. Well, I think this is for you."
Cameron,"Just open your heart and listen, Helen."
Mitchell,Yeah. I was here when it happened. Okay. It's all right. We'll just...
Cameron,"Helen, you have to try. I once almost let my own fears stop me from embarking on a relationship, and I would have lost the love of my life."
Mitchell,Cam...
Cameron,"Hang on. Hang on, Helen! I'll have you down in a jiffy! Hold on tight! Ow. Nails. Helen. Nails. Nails. Nails. Helen."
Cameron,Give him a chance!!
Mitchell,"She's right here. Cam, come on. We're running out of time."
Cameron,We're running out of time? Sensitive. Go to him.
Cameron,Without love we're nothing.
Cameron,It was a pleasure meeting you both.
Claire,"I get it, Luke. You think he's the fun one. That's why you'd go with him."
Luke,What?
Claire,You think your dad is more fun than I am.
Luke,Definitely.
Claire,"""Definitely."""
Luke,"Dad's, like, crazy-fun."
Claire,Mm-hmm.
Luke,But you're nice.
Claire,I'm nice?!
Luke,"Well, not now."
Alex,Tell him.
Phil,Tell me what?
Alex,Nothing.
Phil,"Hey, what do we call daddy's car, girls?"
Phil,"The cone of trust. Exactamundo. Where you can speak your mind with no judgment. So, what is it? Boys? Your bodies are changing? Eggs?"
Alex,No! No. We were just thinking that maybe... If... if you're open to it...
Haley,"Dad, we love you, but we do not want to go to family camp this year."
Alex,Dad? Are you upset?
Phil,Nope.
Haley,Then what was that sniff?
Phil,"Sniff? What sniff? I'm... I'm, uh... I'm actually relieved. The day that I've been dreading, uh, the day when you two finally outgrow me, has finally arrived, and I'm handling it really well."
Haley,"Dad, are you crying?"
Phil,Nope.
Alex,Are you sure you're okay?
Phil,Yep.
Alex,"Oh, my God. He is crying. I've never seen dad cry before."
Haley,"But, dad, if you cry, then I'll cry!"
Phil,I'm not crying.
Haley,We made our daddy cry!
Phil,You called me daddy?
Haley,Because you are our daddy!
Phil,I'll always be your daddy!
Luke,"Don't cry, mom."
Claire,"I am not crying. Let me fill you in on a little secret, Luke. When I met your dad, I was fun, too. But I had to give all that up, because you can't have two fun parents. That's a carnival. You know that kid Liam who wears pajama pants to school and pays for things with a $100 bill? Two fun parents. Mark my words. Mm- hmm."
Phil,"Oh, my God! Ohh!"
Luke,"You're fun, too, mom. Uh-huh. I just said I'd go with dad because I think he'd need me more."
Gloria,How come I do all the looking and you do all the sitting?
Jay,'Cause you do all the losing.
Gloria,"Oh, and you're this close of doing all the sleeping in a tent in the backyard!"
Jay,Did you check your purse?
Gloria,"Yes, of course!"
Jay,It's a big purse. You might want to look again.
Gloria,Okay. I check. You rest. No. There's nothing.
Jay,You're sure?
Gloria,Yes. I've looked twice now. There's nothing. Okay.
Jay,Then you better call us a cab! Manny! Manny? What the hell? Where'd that thing come from?
Manny,"Christmas. Two years ago. Never took it out of the box. ""Who would enjoy that?"" I thought. A kid, that's who."
Jay,"Well, come on. We've got your party."
Manny,What's the point? You were right. I-I was born 16. I've lost my childhood.
Gloria,"Why did you want me to look again in my purse, Jay, huh? Is it because you put the keys in there?"
Jay,No. Why did you find it?
Gloria,"Yes, I found them because you put the keys in there! Manny, what the hell are you doing there?"
Jay,He wants to cancel his party because he missed his childhood.
Gloria,"The party that I have rescheduled three times, changed the restaurant twice so that the whole family could be together?!"
Manny,"Please send my regrets. Now, if I could have a little privacy..."
Gloria,Privacy?! Esto es lo que me faltaba a mí. Privacy?! ¿en esta casa?
Jay,Is that a skateboard down there?
Manny,The second thing that slipped right out from under me today.
Jay,"Okay, time to get out."
Manny,The first was my childhood.
Jay,I get it!
Gloria,"I am so sick of stubborn men! You, you act like a little boy that doesn't want to accept that he's wrong. And you like a sad old man that doesn't wt to be happy! That's it!"
Manny,You could have shot me!
Gloria,"Come on, Manny. I could've unbuttoned your shirt if I wanted to. Now come here, or sink! And I'm taking this with me in the car."
Jay,Vámonos.
Cameron,"I know that face, Mitchell."
Mitchell,"Okay, a-and we're walking."
Cameron,It means you were right and I was wrong for trying to help two people.
Mitchell,Adulterers?
Cameron,Fair enough.
Mitchell,"A-actually, the most adult adulterers ever."
Cameron,But my impulse was still right.
Mitchell,"Oh, God. Here we go."
Cameron,"Life is about being... yes. You know what? Here we do go. It's about being spontaneous. It's about throwing yourself into something, not working long hours every night at the office. It's like you're living your l... what is this?"
Mitchell,I don't know.
Cameron,"Excuse me, constable, what... what is going on? Oh, it's a flash mob! It's a flash mob! Ooh! We saw it on YouTube. Remember? People get together and choreograph big dance numbers!"
Mitchell,We should go. T-this is kind of weird.
Cameron,"No, this is joyful, Mitchell. You, of all people, should..."
Mitchell,"Cam's right. I can be a little rigid. So when Chad from accounting, who I always thought was gay but apparently is not, um, told me about this flash mob, I thought, ""Hells yes."" Uh, we've been practicing after work a couple of nights a week. And it's... it's been a big commitment, but it's totally worth it. This dance is my love letter to Cam."
Mitchell,"Okay, so, this is why I was rushing you around. Huh? What do you think of me now?"
Cameron,"How could you, Mitchell?"
Mitchell,What? Cameron. Cameron.
Cameron,Not now. Donald!
Luke,You do fun stuff. You put that potato chip in my sandwich. That was a crunchy surprise.
Claire,"Nope, that was your dad. Everything fun is your dad. Second Christmas, Italian-accent night... this race."
Luke,Which we could've won. Your way is way faster.
Claire,"It is, isn't it? Buckle up, Luke. Today you have two fun parents."
Luke,"Come on, mom. You can do it."
Claire,That's right I can.
Gloria,"Tell me the truth, Jay. Did you put the key in my bag?"
Jay,No.
Gloria,I won't be mad.
Jay,"In order to prove a point, I may have..."
Gloria,I knew it! Ow!
Jay,Why did I get you such a big watch?!
Gloria,"Why, Jay?! What point did you have to prove?!"
Jay,"I'm trying to teach you to be organized. Your mind is scattered, Gloria."
Gloria,"Your mind is gonna be scattered. Manny, hand me the gun!"
Cameron,"I appreciate the gesture, and I'm not proud of how I'm feeling right now, but the fact is, you cheated on me."
Mitchell,In what way did I cheat on you?
Cameron,"You cheated on me with choreography, and that is the worst kind."
Mitchell,"Well, it really isn't."
Cameron,"You danced without me, Mitchell!"
Phil,"If I'd known it was my last summer there, I'd have gone for the lead in ""pippin."""
Alex,"Dad, look up ahead. Coming at us. There's mom! Beat her!"
Haley,I don't think he's in the mood for that right now.
Alex,"Hold on. No. If ever a man needed a win, it's this man."
Haley,"What do you say, dad?"
Phil,Okay. This one's for family camp.
Alex,Whoo!
Haley,Whoo-hoo!
Claire,This is so inappropriate!
Luke,I love you!
Manny,"Mom, look out!"
Gloria,Ay!
Mitchell,Cam! Anybody hurt?
Manny,"I was almost too depressed to come today. I realized I let my childhood slip away. Look at Luke there... making one big straw out of three. Never change, Luke. I really thought it was too late for me. But watching all you acting like children, it hit me... I've got plenty of time left to be a kid. Anyway, happy birthday to me."
Cameron,: I have been a child.
Jay,I'm sorry I hid the keys.
Gloria,I'm sorry I shoot the island. Mmm.
Phil,We're totally racing home.
Claire,I'm way ahead of you. As usual.
Manny,They say it's going to be a rainy weekend.
Jay,They don't know.
Manny,I do. My knee's been singing all morning.
Jay,Unbelievable. Mother of g...
Gloria,Put them down and walk away.
Jay,"You know, Gloria..."
Haley,So the rate of defusion equals... something.. times the square root of... Something... I give up.
Alex,"Aw, so close."
Haley,Shut up.
Haley,"They're fat, though, right?"
Claire,"Come on, Alex. It's time for your Cello lesson. How's the tutoring going?"
Alex,"Are you familiar with the term ""Throwing good money after bad""?"
Haley,"Are you familiar with the term ""Dunphy, party of one""? Because you will be."
Claire,Girls.
Claire,"Good. Good. Well, the key is to take a lot of little breaks so you don't get frustrated and want to quit."
Haley,Got it.
Claire,"I was talking to David. Come on, Sweetie."
Alex,"I'm just saying... She's never gonna get a job, and how do we know the right middle-eastern businessman wouldn't treat her great?"
Claire,"I left my shopping list inside. For the record, we thought she could live with you."
Alex,Like I'm gonna tell any of you where I live.
Claire,Oh. Haley!
Haley,What? We only do this when I get one right.
Cameron,Momma should be here by now. I wonder what's keeping her.
Mitchell,"Well, Cam, that depends. Did she take her jalopy or one of them new fancy flyin' machines?"
Cameron,"You know, Missouri is more Cosmopolitan than you give it credit for, Mitchell. It's got a very vibrant cowboy-poetry scene."
Mitchell,I'm not sure you're making the point that you think...
Cameron,That's her. Come on. Look alive. Look alive. Momma!
Cameron,Mwah! Mwah!
Mitchell,"Aah, hey, Barb!"
Cameron,"Ohh! Oh-ho! Oh, yeah!"
Cameron,"Well, I don't want to overstate this, but my mom is the greatest woman that ever lived."
Mitchell,Cam loves his mom.
Cameron,"She raised 4 kids, 2 barns, and a whole lot of hell."
Mitchell,"Well, that sounds like a country song."
Cameron,"And that song would be called ""The greatest woman that ever lived."""
Mitchell,Cam loves his mom.
Mitchell,"From the minute I met Barb, she has been open and loving and... and caring."
Mitchell,Ooh...Aah...
Mitchell,If I had one complaint... and I do... it's the inappropriate putting of her hands on my body.
Mitchell,"Hey, Barb. I got you the cranberries you wanted for the stuffing."
Mitchell,Oh!
Mitchell,It's been... It's been going on a long time.
Gloria,"Jay, you want to go to the mall with me?"
Jay,"No, actually, my stomach's a little funny today."
Gloria,"Oh, I am so sorry, Papi. Maybe we'll stop first at the crib store, and you lay down, and I buy you a little dress, huh?"
Jay,Gloria thinks Americans are babies.
Gloria,"Well, in Colombia, we couldn't go running to the hospital for every little sniffle or dislocated shoulder."
Gloria,Okay. Good. 5-6. I serve. Huh?
Manny,"Jay, what are your symptoms? Nausea, bloating?"
Gloria,"Manny, what did I say about getting off that crazy doctor website?"
Manny,I'm just worried about Jay. Stomach pains can mean a lot of things... intestinal blockage... Do you have a fever?
Gloria,"Stop it! Manny, he's fine. Tell him you're fine."
Jay,I'm fine.
Gloria,"Okay, good. Get in the car."
Jay,"Uh, home fine, not mall fine."
Gloria,"Jay, you know what happens when I shop angry."
Jay,I'll clear a space.
Gloria,Mm.
Manny,I'm not loving your color.
Jay,Go play.
Manny,Don't be a hero.
Alex,"So, dumb guys go for dumb girls, and smart guys go for dumb girls? What do the smart girls get?"
Phil,Cats mostly.
Claire,"So, Haley, how long have I been paying this guy to make out with you?"
Haley,"Uh, about a week. First it was just to shut him up, but now I'm starting to like him."
Claire,"If you really like him, though, you have to break up with Dylan."
Phil,What? No!
