character,line
Mitchell,"I was so glad I talked to Alex, because she agreed with every single thing I was feeling... which made me realize that I was acting like a 14-year-old girl."
Luke,Sorry. I can't concentrate with my dad staring at me.
Phil,I just love you so much.
Luke,"Ugh. Oh, great, now I'm dead. I'm going to the bathroom."
Phil,"Hey, Walt. You ever think about death?"
Phil,I got a call from the doctor. There's a 60% chance I'm gonna die.
Claire,"Phil, you've gotta let this go."
Phil,"I'm sorry, Claire. I don't know how to react when I find out there's a 70% chance I'm gonna die."
Claire,"Honey, listen to me. You're gonna be fine."
Phil,You really think so?
Claire,I know so.
Phil,"Claire's my rock. You know when you're on a plane and there's turbulence, you look at the flight attendants, and if they're still smiling and serving drinks, you know everything's gonna be okay? That's Claire. I could also picture her as a cop."
Jay,Go Little Bacon. Go Little Bacon. You got this! You got this! Go! Go! Go! Go! Go!
Jay,"Yes! I knew it! You see that, Manny? Dumb luck always runs out. But if you live in the real world, and you use your head, not have it in the clouds like Dr. Dolittle there, you'll do okay."
Manny,"Guess we should have listened to Jay on this one, dad."
Jay,"You got that right. You should have listened to Jay. And I'll tell you something else. You can't look in a horse's eyes and tell there's something wrong. You can't even look in their eyes at the same time... One's here and one's here! Come on. Let's go to the window, kid. I may need some help carrying my winnings."
Manny,"Jay, look."
Jay,Inquiry.
Manny,What's that?
Jay,Possible infraction. Usually it's nothing. I'm sure...
Jay,What?!
Manny,"Tough break, Jay. Here... Little something for gas."
Mitchell,"Cam was right. I-I was being petty. So I found his box of old trophies and I decided to surprise him by having them on the mantle when he got home. Well, I was the one who was surprised. I had no idea how many trophies he had... First place, and all of them for different things. Music, football, art show, science fair, a chili cook-off. A lifetime of accolades hidden away just so I wouldn't feel bad."
Mitchell,"Aah! That's a mouse! That's a mou... oh! Ew! Oh! Disgusting! Oh, no! No, cam, I-I was gonna make a big display!"
Cameron,I believe you have.
Mitchell,"No, no, Cam! There was a... Oh! Gross!"
Manny,"No, it's okay. I got it."
Jay,Not at all.
Jay,You really wanna know? I'll tell you.
Jay,"All right, listen, hang on. I'm sorry I went after you like that in front of Manny. That was wrong."
Jay,"I don't owe this guy anything. He stops by a couple of times a year to see his kid. It used to be a relief, gave me a nice break. But now Manny and I, we got our own thing. Look, I know I'm not his dad... Maybe I don't like the reminder."
Mitchell,"Oh! Oh, my gosh!"
Claire,"Hey, what's up? What?"
Mitchell,We came as soon as we heard.
Claire,Heard what?
Mitchell,We heard Phil got bad news from the doctor.
Claire,Who told you that?
Mitchell,Gloria!
Gloria,"No, I didn't say that he got bad news... I said that he was getting bad news."
Claire,You don't know that he's getting bad news.
Gloria,I saw a black mouse.
Mitchell,I saw a black mouse.
Cameron,So he says.
Claire,Okay. You guys...
Gloria,"Oh, this is worse than I thought!"
Claire,"No, it's not. Listen to me. Listen. Phil is fine. As a matter of fact, you should go before he even knows you're here."
Gloria,"No, no. We're staying."
Mitchell,We're staying.
Gloria,Did you bring the coffee cake?
Jay,He carried it in from the car. I paid for it.
Claire,Thank you. Who is this?
Cameron,"Who, indeed?"
Gloria,Javier! The body is not even cold yet!
Claire,The body is upstairs watching basketball. He is fine.
Jay,Gloria said he was sick.
Claire,"No. He went to the doctor, he had some tests. The doctor called. That's it."
Gloria,Plus today he run out of his lifetime supply of razors.
Manny,That's a sign.
Jay,This is a lot of hocus-pocus! I can't believe I bought a coffee cake over this!
Mitchell,"Wait, wait, wait, no, no. I'm confused. What did the doctor say exactly?"
Claire,I don't know. We missed his call this morning.
Jay,The doctor called on Saturday?
Claire,Yeah. So?
Jay,Nothing.
Claire,Not nothing. Not nothing. What?
Jay,"Well, it's just that, uh, Doctors don't usually call on Saturday with good news."
Claire,"But they could call... I mean, he could call with anything. Do you think he's sick..."
Phil,What's... what's going on?
Claire,Nothing. Nothing. Everybody just came by for absolutely no reason at all.
Phil,You look worried.
Claire,I'm not worried.
Phil,"Oh, god. The plane's in trouble. You put away the drink cart and you're strapping in."
Jay,"You're gonna be fine, kid!"
Mitchell,You are gonna be great!
Phil,"Stop, please! You're freaking me out."
Phil,I don't know! There's stil a 5% chance I'll make it! It's Dr. Sendroff.
Claire,Okay. Okay.
Phil,"Guys, I don't know what's on the other end of this phone call... But whatever happens, I just want you to know, you've already given me a lifetime supply of happiness. I remember once as a child..."
Claire,Do it! Dr. Sendroff? What's the word? Are you serious?
Claire,What?
Phil,That's it?
Gloria,What is it?!
Phil,H-hold on one second. He's calling about a real estate listing. I'm fine.
Gloria,"Ay, no."
Phil,"Yesterday, you said you'd call if something was wrong. Then you called, then you disappeared. That is the most irresponsible, unprofessional thing I've ever heard of in my entire life! And do you have anyone to represent you in the sale of your current house?"
Mitchell,Stop staring.
Phil,"Well, Chip, I'm married to a great lady... Hi, Claire! And I have a baby girl. Um, I'm a real estate agent, and I enjoy playing checkers."
Phil,"Both Chinese and American. And, uh, I am a fan of hip-hop."
Phil,Though I try to stay neutral in the whole east coast/west coast thang.
Phil,"One quick thing... Shout out to my, uh, college buddy Ling, who built his own helicopter and is taking his first flight today, and, uh, I also wanna wish a happy anniversary to my in-laws Jay and Dede Pritchett. Your eternal love is an inspiration to us all."
Phil,So the five keys to investing wisely in a down real estate market are... Keeep your cool... Keeep informed... Legwork.
Phil,"I recently became a partner in a new agency, so I put together a seminar to recruit first-time home buyers. I want to give 'em a step-by-step description of exactly what I can do for them. Am I worried that they might write it all down and just do it themselves? Quite frankly, I hadn't thought about it until just now."
Haley,Do I really have to go to this thing?
Phil,Yes. You're a big part of today. You're my support staff.
Haley,Then why am I not getting paid?
Claire,That is a good question. And I think I'm gonna text you the answer on that cell phone we pay for.
Phil,"Honey, do you wanna practice your part again?"
Claire,"Uh, no. It's just one question. I think I got it."
Phil,"Yeah, but it's the most important question because it launches me into my big finish."
Claire,Yes.
Phil,"That way, people leave excited."
Haley,"Oh, I think people will be excited to leave."
Claire,Luke... Why?
Luke,I'm sorry. It's for school. I have to design a container that'll protect an egg in a 1-story drop.
Claire,"Yeah, so, um, you thought you would go with an egg carton?"
Luke,What if the best idea was under my nose the whole time?
Claire,You're gonna need to come down and clean this up now.
Luke,Ugh! I wouldn't have to do any of this if Alex would just let me use hers from when she took the class.
Alex,Never. That design is my intellectual property. I think it has applications for unmanned space flight.
Haley,Keep talking like that and you'll go through life unmanned.
Alex,Funny.
Claire,"Girls. Luke, honey, listen to me. You're gonna need to do this project on your own. And you can do it. Just... really think."
Luke,I've got it! What if I'm the container?
Claire,"There's a thought. You could be... No, Luke! Luke!"
Gloria,"Okay, si, te quiero. Mwah, mwah, mwah!"
Manny,"I understood ""crazy old witch,"" ""go kill yourself,"" then ""I love you."""
Jay,"I'll never get this, how you all yell at each other."
Gloria,That's how you know that your family loves you... when they feel free to scream at you.
Jay,"Oh, I guess I owe my ex-wife an apology. Apparently, she was nuts about me."
Manny,Darn it!
Jay,Try the next one over a frying pan. I could use some breakfast.
Manny,This is so frustrating.
Jay,At least you're getting your hands dirty for a change.
Manny,It is a nice break from the life of the mind I usually live.
Jay,That's the spirit.
Manny,Plus it's a metaphor for the human condition. Aren't we al just fragile eggs hiding behind bubble wrap and bravado?
Jay,And we're back.
Gloria,"Well, I'm sure that your egg-droppy thing is going to be the best in the class."
Manny,Hmm. Except for Luke's.
Gloria,"Really? Our Luke? But isn't he, like, a little, like..."
Manny,"I bet Claire's gonna help him, just like she did with his self-portrait for art class. There was life in those eyes. It was haunting."
Jay,"Tell you what. I'm gonna nip this in the bud. You deserve a fighting chance. Hey, I'm calling about that, uh, egg project the boys are doing. Parents aren't supposed to help out on that, right?"
Claire,Why would the parents be helping?
Jay,"Why do they cut grapes for 8-year-olds? I figure if you can eat a chicken finger, you can tear your way through a grape."
Claire,"Again, dad?"
Jay,"Oh, I'm sorry, it just... bugs me, is all. The point is, I'm not helping, and I hope no one else is helping, either."
Claire,"Okay, dad. Thanks for the heads-up. Love you. Bye-bye. Well, my dad is doing Manny's project for him."
Phil,He called to tell you that?
Claire,"Oh, no. He called to tell me that he wasn't, which is exactly what you say when you are, but you don't want anybody to suspect it."
Phil,Really?
Claire,Mm-hmm.
Phil,What would you say if you had issues with your father?
Phil,Claire and Jay are incredibly competitive.
Gloria,"Tennis games, card games, everything. Who knows why?"
Mitchell,"Claire is the son that my dad never had. I mean, he just wanted someone to throw a ball in the backyard. I did once, but... he did not attend."
Claire,Looks like fun.
Luke,"It was, but now it's hard."
Claire,"Oh, I'm sure you're gonna do great, buddy... Eee..."
Phil,Claire?
Claire,"Uh, I am just showing interest in our son's project, which any parent would... Think! Think... to do. Thinking... I am, that maybe I should stay here in case Luke has any questions. Do you think you can find somebody else to help you with your seminar?"
Phil,I don't know. That's a little last-minute. You're kind of irreplaceable.
Claire,"Well, I mean, it's just one question, and the seminar isn't for a few hours..."
Phil,"Shh, shh, shh, shh. Hey, Gloria? Quick favor."
Gloria,Okay. See you there. Bye-bye.
Jay,What was that?
Gloria,Phil. He needs help with a seminar that he's giving.
Jay,Why can't Claire help him?
Gloria,He didn't say.
Jay,I'll tell you why... because she's knee-deep in Luke's egg drop project.
Gloria,She said that she was not going to help.
Jay,That's exactly what I would say to me if I was helping my kid and didn't want me to know.
Gloria,Why would you be talking to you?
Jay,I'm just saying it's unfair to Manny. The kid doesn't stand a chance on his own. I'm tagging in here.
Gloria,"Jay, he doesn't need you to baby him."
Jay,"I'm just gonna give him a few tips. Kid, get yourself a snack."
Gloria,"Okay, I'll cut him some grapes."
Jay,Damn it!
Gloria,"Not like that, Jay. Like this. Look."
Jay,"It just irritates me, you know what I mean?"
Mitchell,We're meeting with prospective birth mothers.
Cameron,"We've had a few of these meetings, and they're very nerve-racking. You want to look good, you want to make a good first impression... kind of like a first date."
Mitchell,"Actually, it's... it's the opposite of a first date. You don't wanna have sex, but you do want a baby."
Cameron,"Oh, not all the time. She just happens to love my tuna salad. Dolphin safe, of course."
Mitchell,"Well, I bet the dolphins do."
Cameron,Mm.
Mitchell,"Well... A dolphin's actually a mammal, so..."
Mitchell,"More like tomato, cow."
Cameron,"Mitchell, can you help me with the scones in the kitchen?"
Mitchell,Okay.
Cameron,"Excuse us. Okay, this is not really about the scones."
Mitchell,"Oh, really? You didn't need help carrying six scones?"
Cameron,"No, this is about your need to correct everyone's every little mistake."
Mitchell,I am sorry. I thought that she could use a basic biology lesson.
Cameron,"Well, let me give you a basic biology lesson... you and I can't make a baby. So if she points to a lamp and calls it ""Uncle George,"" what are you gonna say?"
Mitchell,"""Pleased to meet you, Uncle George."""
Cameron,"Very good. Now let's get out there, smile, nod, and get ourselves a baby."
Mitchell,Okay.
Phil,"And those are your five keys. Now if there are no more questions... Ah, yes, the lovely home buyer right here on the edge of her seat."
Gloria,"I was wondering... I was wondering, is there a sixth key?"
Phil,"As a matter of fact, there is. We'll work on that. It's the key to the new home you've purchased below market thanks to Woosnum, Keneally, and Dunphy."
Gloria,Bravo!
Phil,"Fire the confetti cannon, drop the banner, autographs, autographs, autographs, and we're done."
Haley,"We still have, like, an hour left. Can I go shopping?"
Phil,"No. I-I have vocal exercises to do, and I need you to do a sound check for me."
Gloria,"Ay, I was hoping we could go to my hair salon. It's nearby. I didn't have time to finish my hair this morning."
Phil,Really? That just happens?
Haley,"Ooh, and I can get my nails done. Is it okay?"
Phil,"Okay. Sure. Oh, oh! Could one of you guys stick this under a chair on your way out? One of the lucky attendees is going home with a brand-new mouse pad. Wait, wait, wait, wait! I don't wanna see which chair. I wanna be blown away like everyone else."
Cameron,"Oh, yes. This is wonderful for conversation."
Mitchell,"Yes, this is nice. It gives the room a nice flow, which I'm really liking."
Mitchell,Not at all. It's... it's just down the hall. Just be warned... there's some furniture in there that kind of likes where it is!
Cameron,"Okay, I know it's killing you to do this whole song and dance, but I think it's going great."
Mitchell,"Cam, there's a limit, okay? We already promised her that we would show her son all 52 states."
Cameron,"Oh, yes. That's mine."
Cameron,"Oh, well, you're preaching to the choir. Literally. I've sung in several."
Mitchell,"Yeah, we sing to Lily... All of the time. Mm."
Cameron,"Oh, well, that's very sweet."
Cameron,Okay.
Mitchell,Okay. Now we are actually doing a song and dance.
Cameron,"Okay, well, look at it this way... we're not only adopting a baby, we're saving it from a life spent searching for east Dakota."
Mitchell,"Oh, God."
Cameron,This is actually nice.
Mitchell,This is actually very nice to lean on.
Luke,Ugh! It broke again.
Claire,"Mm. Yes, I saw. We'll just need to double up on the cotton."
Alex,"Here, let me save you a step."
Claire,Alex!
Jay,"Knock, knock!"
Claire,Dad! Hey! What are you doing here?
Jay,"Manny needs that soldering iron I lent to Phil. One of the screws on his project keeps coming loose. Other than that, it's flawless. Huh. His latest test run, he dropped it off the roof, he walked downstairs, it hadn't landed yet."
Jay,I had nothing. I had to get in Claire's head. Sometimes the best thing to do in race to the top... is grease the pole behind you.
Claire,Wow. So Manny's still working? Luke finished a couple hours ago.
Jay,Is that why all these eggs are on the floor?
Claire,"Oh, well, you know, after so many landed safely, we thought we should test 'em, make sure we weren't working with a super strong batch."
Jay,Sounds like you knocked it out of the park.
Claire,"Oh, yeah, definitely. We did. Um, so dad, if I find out what Phil did with that soldering iron, I'll run it over."
Jay,"Great. 'Cause, uh, we're gonna test it later today at the school."
Claire,"Fun. Maybe we'll meet you. We can come anytime, right? 'Cause we don't have a... a spring problem."
Jay,Around five?
Claire,Perfect.
Mitchell,Okay. Bear with us. We're a little rusty.
Cameron,"Yes, and please put all cell phones on vibrate."
Cameron,Don't go breaking my heart
Mitchell,I couldn't if I tried
Cameron,"Honey, if I get restless"
Mitchell,"Baby, you're not that kind?"
Mitchell,"Nobody knows, When I was down..."
Cameron,...I was your clown. I really am a clown.
Cameron,So don't go breaking my heart
Mitchell,"I won't go breaking your heart, Don't go breaking my..."
Cameron,"Yeah. Oh... Yes, yes, I am."
Cameron,"Well, I think he was following my lead. You know, a good leader can make all the difference."
Mitchell,Thank you.
Cameron,Yes. Thank you for your opinion.
Gloria,"Faster! Faster! We're going to be late to your father. Why did you have to do your toes, too?"
Haley,"Well, there's this really cute boy at school who's kinda into my feet."
Gloria,Be careful. That can get really creepy fast. Ay. Where is the car? I parked it here!
Haley,It's a tow zone.
Gloria,"Somebody just put that there, because that wasn't here when I parked!"
Haley,It looks pretty old to me.
Gloria,"Haley, don't lie. That was not here!"
Phil,"Ladies and gentlemen... Get ready for one of the giants of residential real estate... A salesman's salesman... Where are you guys? I've been calling you! A realtor's realtor... You were supposed to do my intro. Now I have to. 2-time nonconsecutive winner of the realtor of the year award... Just get back here by the end. Future investors, stop making excuses! And start... making your dreams come true! Ladies and gentlemen, Phil Dunphy! Hey! How are you? Thanks, Mike. I appreciate it. Welcome."
Gloria,Taxi! You see? They don't stop because I'm Latina.
Haley,Or because that was just a yellow car. My dad is gonna freak out. You have to take the blame for this.
Gloria,Why me?
Haley,"Oh, because he'll never get mad at you. He totally puts you on a pedestal."
Gloria,That's not true.
Haley,"Yeah, it is. Let me just call the cab company."
Gloria,Taxi!
Phil,"It's not rocket science, people, it's just a little red card. Okay. I guess nobody needs a mouse pad."
Claire,How's my favorite kid doing?
Alex,Favorite?
Claire,"Yeah, I know, we're not supposed to have favorites. But you know what? We do. And the good news is, it's you."
Alex,I'm not giving you my design.
Claire,Who said anything about giving? We can work out an arrangement.
Alex,It's cheating.
Claire,What do you want? Money? I got a little something set aside.
Alex,"Okay. I shouldn't even be giving you this hint, but... first get a mirror."
Claire,A mirror?
Alex,"Then you're gonna look in it, and you're gonna see a crazy woman. She needs your help."
Claire,"You know, I made the egg that made you, that made that project, so in a lot of ways, that design is already mine! Oh, you're fine."
Phil,Are you sure that there are no more questions? No more questions? Yes! If we could just get that over to the mustachioed gentleman.
Phil,"Oh, hey, I think we're all tired of that sound. Let me just come to you. I bet I know what your question is. You're probably wondering if there's sixth key."
Phil,"If it works for both parties, it's a great way to expedite the deal. But back to your first question about this mysterious sixth key."
Phil,"The sixth key is the key to the new home that you purchased below market using the simple principles that you learned here today... But not so simple that you don't still need the professional services of Woosnum, Keneally... and Dunphy! Thank you for coming. Son of a..."
Mitchell,"So, is there anything you want to know about us?"
Mitchell,Are you saying what I think you're saying?
Mitchell,"Aah! Oh, gosh! Oh, I know, I know, you're not saying anything!"
Cameron,But what you're not saying is wonderful!
Mitchell,"Um, all right. I'm gonna get some sparkling cider? Yes, yes. Okay, okay."
Cameron,"It wouldn't be a celebration without cider or a celebratory song. But this time, I want you to sit right here. So have a seat here. Let's just get this mop out of the way there."
Cameron,"If you leave me now, you'll take away the biggest part of me. Ooh, ooh, ooh, no, baby, please don't go. Ooh, ooh, ooh, no, I just want you to stay."
Cameron,"Yes, she was upset, but on a positive note, what I take from this experience is, I can sing."
Mitchell,"Uh, what we didn't take away from the experience is a baby, because she decided to keep it."
Gloria,Ay. No. Did we missed everything?
Phil,Yeah. They cleared out of here pretty fast.
Haley,Bummer.
Phil,"More than a bummer, Haley. This was really important to me, and you blew it."
Gloria,"Ay, no, Phil, it was my fault."
Phil,It was not her fault. Okay. What's done is done. Can you take the brochures out to the car?
Haley,Wow. It's still full.
Phil,"Yeah, it is."
Gloria,So it was not very good?
Phil,Um... no. I kind of need to sweep here.
Gloria,"Okay. But... but I'm so sorry, Phil."
Phil,It's okay.
Gloria,"No, it's not okay. We came late and we ruined your whole presentation."
Phil,These things happen.
Gloria,"Yeah, it happens and people get angry."
Phil,"Gloria, it's fine."
Gloria,"No, it's not fine! I'm trying to have a real conversation, and all you do is put me on a pedestal!"
Phil,Wait a minute. You're mad at me?
Gloria,"Yes, because that's not how family's supposed to treat each other!"
Phil,"You know how family's supposed to treat each other? They're supposed to actually think about each other! I asked you to do one thing... and you were too selfish and irresponsible to come through for me on a day that, believe it or not, was really important to me! Oh, my God. You're crying. I'm so sorry."
Gloria,No! That's what I want! You yell at me because you love me!
Phil,"Well, you made me mad."
Gloria,And you should be.
Phil,"Well, I'm not anymore."
Gloria,"Don't treat me like that, Phil."
Phil,Because now I'm furious!
Gloria,"Ay, mi familia! Si."
Phil,"Oh, how do you do that? It makes me so... Mad."
Claire,That's a pretty nice piece of handiwork for a 13-year-old.
Jay,"Yeah, Luke did pretty good, too, for a kid who still needs help getting out of his backpack."
Claire,Still your grandson.
Jay,Felt bad when I said it.
Claire,"Okay, let's do this. Watch out, kids! They're coming down! One, two, three. How'd we do?"
Alex,Both eggs are okay.
Manny,Great. So we both win.
Jay,Unacceptable. We're going up another level.
Claire,"Absolutely. Come on. Third floor. Meet us there, Alex. Let's go."
Manny,Wait. You don't have to do this. The assignment was for a 1-story drop. We both get A's.
Claire,We're doing this.
Manny,I don't like this. The two of them talking up there... they're gonna figure out what we did.
Luke,We did what we had to.
Manny,We're gonna get caught.
Jay,Look at them down there. They're not even paying attention. This is the best part.
Claire,"Actually, Manny looks kind of upset."
Jay,Why would he be? He's about to kick Luke's butt.
Alex,"Oh, knock it off. Luke and Manny had as much to do with this project as they did with the Manhattan project."
Claire,You think that's what's going on? They're upset because we took over for them?
Jay,Maybe.
Claire,"They were supposed to... to learn from this, and... and we ruined it. We should go talk to them."
Jay,Yeah.
Jay,"Boys, we need to talk."
Manny,"Oh, God. Oh, God."
Luke,Just stay frosty.
Claire,"So, uh, we realized a couple things up there, and I think apologies are in order."
Manny,"OK, we admit it. We tricked you into doing our projects for us."
Claire,What?
Luke,This is the first I'm hearing of this.
Manny,"We knew you'd do all the work if you thought you were competing with each other. So I told you I thought Claire was helping Luke, and then you called Claire..."
Claire,"Which got me involved, and..."
Jay,"All right. Here's what's gonna happen... you're gonna get in the car, we're gonna drive home, and you're each gonna do your own projects."
Claire,Mm-hmm.
Luke,Fine.
Claire,"Hmm. Hmm. You know, this is your fault."
Jay,What?
Claire,"The way we compete with each other it's... is sick. It's so sick, two 13- year-olds know how to take advantage of us. And you know what? You made me this way."
Jay,How do you figure that?
Claire,"Dad! You pushed me into sports. You never let me win. You know, that stuff... it does something to a girl."
Jay,"For your information, you came out of the womb like that. I'm not entirely sure there wasn't a twin in there you bumped off."
Claire,"If you saw that in me, why didn't you discourage it?"
Jay,Why would I discourage something that I love?
Claire,Really?
Jay,You kidding? You're a fighter. The thing I love about you is you never give up.
Claire,Dad.
Jay,Even though I clearly designed a superior egg container.
Claire,"Out of your mind, old man."
Jay,Only one way to find out.
Alex,Give up. You're all just playing for second.
Claire,There's something wrong with that one.
Alex,"I'm not wrong. Mom can be crazy, right?"
Haley,Hello?
Alex,"Thank you. At the same time, I feel guilty when I get mad at her."
Haley,I don't think that's weird.
Alex,Just really proud of my project. I don't wanna share it.
Haley,Everybody has their own thing.
Alex,"Thanks, Haley. I know I may sound dorky, but this late-night conversations really mean a lot to me. They're the only time that I feel like I..."
Haley,"OK, Corey, just one picture. Hold on. Ugh, my feet look fat from this angle. Hey, Alex, wake up. I need you to take a picture of my feet."
Gloria,Did you see it?
Mitchell,Does she know?
Phil,This is the last thing she needs today. No!
Phil,"Busy day at the Dunphy compound. We have a wedding tonight, and this afternoon, Claire is debating Duane Bailey in the race for town council. And now the ""weekly saver"" says that some voters find Claire... quote... ""angry and unlikable."" To those voters, I say, ""wait till she sees this."""
Phil,No one can mention it to her. We can't have some unscientific poll shaking Claire's confidence.
Claire,Phil... What poll?
Phil,Too late. She knows.
Mitchell,Who told her?
Phil,"What is this, a witch hunt?"
Claire,"Oh, my God."
Phil,I have to go.
Claire,"Well, I just don't think it's a big deal. I mean, how many people read the ""weekly..."""
Haley,"""Saver""? Claire ! ""Saver,"" anyway?"
Phil,"22,000... ish. My company adver... used to advertise with that newspaper."
Claire,And how am I angry and unlikable?
Alex,Can I take this one?
Phil,I wouldn't.
Haley,You seem angry now.
Claire,"I am angry, at that poll."
Luke,I think it's the yelling. I would tone down the yelling.
Claire,"Honey, I don't yell for no reason."
Luke,"You yelled at my teacher for calling me ""special."""
Claire,"Honey, that was not a compliment."
Phil,"Sweetheart, you're not unlikable."
Claire,Thank you.
Phil,You just seem unlikable.
Claire,Ohh.
Phil,"But if we work on it, it's totally fixable."
Claire,"How? How, Phil? How are we gonna ""work on it""?"
Phil,"First of all, lose the snippy attitude."
Claire,Mm-hmm.
Phil,And I don't know... maybe we could have a mock debate.
Alex,"Oh. Good idea. That way, mom can rehearse her views on the issues."
Phil,"Yeah, and we can point out all the little things she does that turn people off. Like that look. I would lose that look. Spooky, but better."
Mitchell,"All right. Thank you very much. Hey, Lily! Come here, honey! Hi! Do you know what this is?"
Mitchell,Containing?
Cameron,"She doesn't know ""containing."""
Mitchell,"Well, that's how she learns new words, by us using them."
Cameron,"Or, that's how we lower her self-esteem, by bombarding her with confusing vocabulary."
Mitchell,Told you.
Cameron,Okay. It's your dress. It's finally here!
Mitchell,Aah!
Cameron,It's every little girl's dream to be a flower girl in a wedding.
Mitchell,It's Lily's chance to shine.
Cameron,I was a 3-time ring bearer.
Mitchell,It's Lily's chance to shine.
Mitchell,Oh!
Mitchell,"Oh, no, Cam... Cam, she's gonna look like little bo peep."
Cameron,Or little bo cheap. Look at this fabric. It's already pilling.
Mitchell,Maybe it will look better on.
Cameron,You mean turned on?
Mitchell,"No, it does not... Cam! Oh!"
Cameron,"Oh, my gosh. Are we really gonna let her wear this?"
Mitchell,"You know what? If the bride wants to have a tacky wedding, she can have a tacky wedding. Lily will be the bright spot."
Cameron,Literally.
Mitchell,Heard it as soon as I said it.
Jay,"Stella! Where's my good girl? Gloria, is Stella up there?"
Gloria,"No. But I am. Why don't you say ""hello"" to your wife when you come home?"
Jay,"Well, why don't you greet me at the door, wagging your tail? Stella, honey! Where are you? Stella! My baby! Stella, I'm coming! I'm coming! You okay? You okay?"
Gloria,Why are you swimming in your clothes?
Jay,Because I'm self-conscious about my body. Stella fell in the pool.
Manny,"It's my fault. I let her out, and then I got caught up in my couponing."
Jay,Any coupons for swim lessons? 'Cause Stella needs some.
Gloria,"Seriously? Manny you teach to swim by throwing him in the pool, but the dog gets swimming lessons?"
Manny,"I gotta say, it was unpleasant but effective."
Jay,"We have to teach Stella how to swim. Otherwise, she could drown."
Gloria,Why don't you teach her not to jump in the pool?
Jay,"She didn't jump in the pool. She fell in the pool. Why, suddenly, would she jump in the pool when she doesn't know how to swim?"
Gloria,Why does she bark at the vacuum? It's a thing. It is never going to play with you.
Jay,Are you saying that Stella is stupid?
Gloria,Are you covering her ears?
Jay,Let's have a little compassion. She's probably still traumatized from her near-death experience. Again? What's happening?!
Gloria,"Ay, no!"
Alex,"Welcome, candidates. Mrs. Dunphy..."
Claire,Thank you for having me.
Alex,And councilman Bailey.
Phil,"Gosh, thank you so much, Alex. I'm deeply honored to be here, and I remain, as ever, a humble servant to the greatest little town in the greatest darn..."
Luke,Eye-rolling.
Claire,Playful eye rolling.
Alex,"How do we, as voters, know it's playful? I would avoid it."
Claire,Okay. No eye rolling.
Haley,And don't purse your lips like that. It makes you look annoyed.
Claire,Mm-hmm.
Luke,And don't touch your face.
Haley,"Yeah, no face touching. Seems nervous."
Claire,Some of this is subjective. What? What now?
Luke,It looks like you're scolding us.
Claire,I will keep my hands at my sides.
Phil,Not on your hips. You're not superman.
Alex,Can we get started?
Claire,We haven't started?
Alex,I've prepared some questions.
Claire,"Oh, goody! Actual questions."
Phil,Honk. Sarcasm.
Claire,Just go.
Alex,"Okay, Mrs. Dunphy, why are you running for local office?"
Claire,"Okay, that's, um, that's good. I... um, I..."
Alex,"Mom, you really shouldn't stutter over a basic question like that. You should at least know why you're running."
Claire,I thought the moderator was supposed to be objective.
Alex,Not if she's the only one in the room who has actual debate experience. Now why are you running?
Claire,I saw the need for a stop sign in...
Phil,Liar!
Claire,Phil!
Phil,I-I just think you should be ready for anything.
Claire,I saw the need for a s... What?
Luke,Sorry. Accidental buzz.
Claire,"I saw the need for a stop sign in my neighborhood, and although I collected the necessary signatures and did the paperwork, I found local government to be entirely unhelpful... when... what?"
Haley,Too long. I'm bored.
Luke,"Yeah, next question. I feel like I'm in school."
Alex,Some say the political system is bogged down by ideological hard-liners unwilling to compromise.
Claire,Mm-hmm. Mm-hmm.
Alex,"How would you respond to that, councilman Bailey?"
Phil,I would like to use my lifeline.
Claire,"I'll take this. If elected, I would consider all perspectives, and I would not ignore opposing viewpoints."
Phil,Helicopter. Just keep going.
Claire,"I would consider all perspectives, and I wouldn't ignore opposing..."
Luke,You suck!
Claire,Luke!
Luke,You have to be ready for hecklers.
Phil,He's right.
Claire,"Okay. I'm doing over. No buzzing. If elected, I... What?"
Phil,Too close to the mic.
Claire,"Phil, it's a hairbrush."
Phil,Okay.
Claire,"If elected, I would consider all opinions and not ignore those of the opposition, as councilman Bailey has done for six terms. What? That was a great answer."
Haley,"Well, I couldn't hear it because you were showing me the bad side of your face."
Claire,"I have a bad side? Yeah, the left."
Phil,No. It's the right.
Haley,"Uh, dad, it's totally the left. I mean, look at it."
Phil,"Sweetheart, why do you think I chose my side of the bed?"
Claire,"Okay! Okay. Thank you. Thank you, family. This has been super-duper helpful."
Haley,"Hands, lips, sarcasm, eye-rolling, wrong side of the face."
Claire,Mm.
Phil,"Oh, yeah. Now I see it. Yep. She's ready."
Cameron,"And it's this, and it's this. Not this, but this."
Mitchell,"Okay. Okay, that's good, Cam."
Cameron,And this.
Mitchell,"Save... let's save some petals for Lily, all right? Okay. Let's do it over here, sweetheart."
Cameron,"Right over here. Okay. There you go. Oh, like you're coming down the aisle!"
Mitchell,Yeah. Yeah. Okay.
Cameron,Not too many at once.
Mitchell,"That's good. Okay. You're doing great, Lil."
Cameron,"Oh, she is, isn't she?"
Mitchell,Forget the bride. All the eyes are gonna be on her.
Mitchell,I cannot believe you laughed!
Cameron,I am sorry. But you know I have two weaknesses... children cursing and old people rapping.
Mitchell,"Cam, we have to tell her it's a bad word."
Cameron,"No. That just gives it more power. The less we make of it, the better. Let's just pretend like it never happened."
